Ticker,Company,Exchange,Industry,Env_Grade,Env_Level,Social_Grade,Social_Level,Gov_Grade,Gov_Level,Env_Score,Social_Score,Gov_Score,Total_Score,Date,Total_Grade,Total_Level,ESG_Category,Env_Norm,Social_Norm,Gov_Norm,Weighted_ESG_Score,ESG_Rank
dpz,Domino's Pizza Inc,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,205,205,200,610,2022-04-17,B,Medium,Laggard,0.9633911368015413,8.875739644970414,31.25,11.3,703
t,AT&T Inc,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,B,Medium,B,Medium,BB,Medium,210,200,305,715,2022-04-16,B,Medium,Laggard,1.9267822736030826,7.889546351084813,57.49999999999999,17.91,599
unp,Union Pacific Corp,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,B,Medium,B,Medium,B,Medium,290,257,245,792,2022-04-19,BB,Medium,Laggard,17.341040462427745,19.13214990138067,42.5,24.26,517
nem,Newmont Corporation,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,AA,Excellent,BB,Medium,BB,Medium,675,389,355,1419,2022-04-18,A,High, Leader,91.52215799614643,45.16765285996055,70.0,69.92,9
fdx,FedEx Corp,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,BB,Medium,B,Medium,B,Medium,335,278,255,868,2022-04-17,BB,Medium, Average,26.011560693641616,23.274161735700197,45.0,29.8,466
nke,Nike Inc,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,B,Medium,B,Medium,B,Medium,205,275,200,680,2022-04-18,B,Medium,Laggard,0.9633911368015413,22.682445759368836,31.25,16.14,621
f,Ford Motor Co,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,B,Medium,B,Medium,B,Medium,292,246,215,753,2022-04-17,BB,Medium,Laggard,17.726396917148364,16.962524654832347,35.0,21.78,540
lmt,Lockheed Martin Corp,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,510,324,320,1154,2022-04-18,BBB,High, Leader,59.73025048169557,32.34714003944773,61.25000000000001,50.53,161
rsg,Republic Services Inc,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,B,Medium,B,Medium,B,Medium,293,235,216,744,2022-04-19,B,Medium,Laggard,17.91907514450867,14.792899408284024,35.25,21.16,550
enph,Enphase Energy Inc,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,565,316,300,1181,2022-04-17,BBB,High, Leader,70.32755298651252,30.76923076923077,56.25,52.96,100
exc,Exelon Corp,NASDAQ NMS - GLOBAL MARKET,Utilities,AA,Excellent,BBB,High,BB,Medium,694,403,316,1413,2022-04-17,A,High, Leader,95.18304431599229,47.928994082840234,60.25,69.91,10
expd,Expeditors International of Washington Inc,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,A,High,BB,Medium,BB,Medium,510,302,300,1112,2022-04-17,BBB,High, Leader,59.73025048169557,28.007889546351084,56.25,47.76,257
expe,Expedia Group Inc,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,BB,Medium,225,242,305,772,2022-04-17,BB,Medium,Laggard,4.8169556840077075,16.173570019723865,57.49999999999999,21.96,533
fast,Fastenal Co,NASDAQ NMS - GLOBAL MARKET,Trading Companies and Distributors,B,Medium,BB,Medium,B,Medium,230,302,200,732,2022-04-17,B,Medium,Laggard,5.780346820809249,28.007889546351084,31.25,19.93,571
ffiv,F5 Inc,NASDAQ NMS - GLOBAL MARKET,Communications,B,Medium,B,Medium,B,Medium,200,221,215,636,2022-04-17,B,Medium,Laggard,0.0,12.03155818540434,35.0,12.96,675
fisv,Fiserv Inc,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,BB,Medium,BB,Medium,395,302,310,1007,2022-04-17,BBB,High, Average,37.57225433526011,28.007889546351084,58.75,39.52,390
eqix,Equinix Inc,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,515,323,315,1153,2022-04-17,BBB,High, Leader,60.69364161849711,32.149901380670606,60.0,50.53,161
ftnt,Fortinet Inc,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,500,306,305,1111,2022-04-17,BBB,High, Leader,57.80346820809249,28.79684418145957,57.49999999999999,47.58,262
etsy,ETSY Inc,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,235,241,235,711,2022-04-17,B,Medium,Laggard,6.74373795761079,15.976331360946746,40.0,18.29,595
ben,Franklin Resources Inc,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,321,349,310,980,2022-04-17,BBB,High, Average,23.314065510597302,37.278106508875744,58.75,37.06,407
dlr,Digital Realty Trust Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540,317,300,1157,2022-04-17,BBB,High, Leader,65.51059730250482,30.96646942800789,56.25,51.11,146
dhr,Danaher Corp,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,530,344,385,1259,2022-04-17,A,High, Leader,63.58381502890174,36.29191321499014,77.5,57.51,48
efx,Equifax Inc,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,BB,Medium,BB,Medium,BB,Medium,390,300,305,995,2022-06-10,BBB,High, Average,36.60886319845857,27.613412228796847,57.49999999999999,38.68,397
el,Estee Lauder Companies Inc,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-17,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
emn,Eastman Chemical Co,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,583,365,310,1258,2022-04-17,A,High, Leader,73.79576107899807,40.433925049309664,58.75,58.36,41
emr,Emerson Electric Co,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,AA,Excellent,BB,Medium,BB,Medium,605,323,315,1243,2022-04-17,A,High, Leader,78.03468208092485,32.149901380670606,60.0,57.47,49
eog,EOG Resources Inc,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,B,Medium,B,Medium,550,252,240,1042,2022-04-17,BBB,High, Average,67.4373795761079,18.14595660749507,41.25,43.64,356
eqr,Equity Residential,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,235,208,210,653,2022-04-17,B,Medium,Laggard,6.74373795761079,9.467455621301776,33.75,14.45,644
es,Eversource Energy,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BBB,High,BB,Medium,576,409,310,1295,2022-04-17,A,High, Leader,72.44701348747591,49.112426035502956,58.75,60.86,27
ess,Essex Property Trust Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BB,Medium,BB,Medium,B,Medium,377,304,210,891,2022-04-17,BB,Medium, Average,34.104046242774565,28.402366863905325,33.75,32.02,452
fitb,Fifth Third Bancorp,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,B,Medium,313,300,215,828,2022-04-17,BB,Medium, Average,21.772639691714836,27.613412228796847,35.0,27.12,487
etr,Entergy Corp,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,653,380,310,1343,2022-04-17,A,High, Leader,87.28323699421965,43.39250493096647,58.75,64.79,20
exr,Extra Space Storage Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,B,Medium,B,Medium,572,289,225,1086,2022-04-17,BBB,High, Average,71.67630057803468,25.443786982248522,37.5,46.95,279
ew,Edwards Lifesciences Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,BB,Medium,290,333,305,928,2022-04-17,BBB,High, Average,17.341040462427745,34.12228796844182,57.49999999999999,33.25,442
foxa,Fox Corp,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,295,330,315,940,2022-04-16,BBB,High, Average,18.304431599229286,33.53057199211045,60.0,34.06,435
fcx,Freeport-McMoRan Inc,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,AA,Excellent,BB,Medium,BB,Medium,608,313,305,1226,2022-04-17,A,High, Leader,78.61271676300578,30.17751479289941,57.49999999999999,56.38,59
fe,FirstEnergy Corp,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,510,304,300,1114,2022-04-17,BBB,High, Leader,59.73025048169557,28.402366863905325,56.25,47.9,256
flt,Fleetcor Technologies Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,410,302,300,1012,2022-04-17,BBB,High, Average,40.46242774566474,28.007889546351084,56.25,40.05,386
fis,Fidelity National Information Services Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,B,Medium,BB,Medium,530,298,310,1138,2022-04-17,BBB,High, Leader,63.58381502890174,27.218934911242602,58.75,49.65,196
frc,First Republic Bank,"NEW YORK STOCK EXCHANGE, INC.",Banking,BB,Medium,BB,Medium,B,Medium,370,331,288,989,2022-04-17,BBB,High, Average,32.75529865125241,33.72781065088758,53.25,38.22,400
fmc,FMC Corp,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,510,307,315,1132,2022-04-17,BBB,High, Leader,59.73025048169557,28.994082840236686,60.0,49.04,215
frt,Federal Realty Investment Trust,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,525,302,300,1127,2022-04-17,BBB,High, Leader,62.6204238921002,28.007889546351084,56.25,48.91,219
ftv,Fortive Corp,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,540,326,305,1171,2022-04-17,BBB,High, Leader,65.51059730250482,32.74161735700197,57.49999999999999,52.04,125
gps,Gap Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,515,349,300,1164,2022-04-17,BBB,High, Leader,60.69364161849711,37.278106508875744,56.25,51.39,139
grmn,Garmin Ltd,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,205,242,200,647,2022-04-17,B,Medium,Laggard,0.9633911368015413,16.173570019723865,31.25,13.86,660
it,Gartner Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,500,316,315,1131,2022-04-17,BBB,High, Leader,57.80346820809249,30.76923076923077,60.0,48.89,220
lly,Eli Lilly and Co,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,510,360,310,1180,2022-04-17,BBB,High, Leader,59.73025048169557,39.447731755424066,58.75,52.39,114
re,Everest Re Group Ltd,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,B,Medium,BB,Medium,505,276,305,1086,2022-04-17,BBB,High, Average,58.76685934489403,22.879684418145956,57.49999999999999,45.89,325
evrg,Evergy Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,555,310,300,1165,2022-06-10,BBB,High, Leader,68.40077071290945,29.585798816568047,56.25,51.78,131
fbhs,Fortune Brands Home & Security Inc,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,510,302,300,1112,2022-04-17,BBB,High, Leader,59.73025048169557,28.007889546351084,56.25,47.76,257
gild,Gilead Sciences Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500,303,300,1103,2022-04-17,BBB,High, Leader,57.80346820809249,28.205128205128204,56.25,47.06,277
holx,Hologic Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,515,324,315,1154,2022-04-17,BBB,High, Leader,60.69364161849711,32.34714003944773,60.0,50.6,158
hsic,Henry Schein Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,210,205,200,615,2022-04-17,B,Medium,Laggard,1.9267822736030826,8.875739644970414,31.25,11.69,700
hon,Honeywell International Inc,NASDAQ NMS - GLOBAL MARKET,Industrial Conglomerates,A,High,BB,Medium,BB,Medium,545,344,308,1197,2022-04-17,BBB,High, Leader,66.47398843930635,36.29191321499014,58.25,53.85,86
hst,Host Hotels & Resorts Inc,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,510,318,318,1146,2022-04-17,BBB,High, Leader,59.73025048169557,31.163708086785007,60.75000000000001,49.99,181
gd,General Dynamics Corp,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,510,310,300,1120,2022-06-11,BBB,High, Leader,59.73025048169557,29.585798816568047,56.25,48.31,242
has,Hasbro Inc,NASDAQ NMS - GLOBAL MARKET,Leisure Products,B,Medium,BB,Medium,BB,Medium,255,301,300,856,2022-04-17,BB,Medium, Average,10.597302504816955,27.810650887573964,56.25,28.04,477
hban,Huntington Bancshares Inc,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,BB,Medium,308,300,300,908,2022-04-17,BBB,High, Average,20.809248554913296,27.613412228796847,56.25,32.05,450
gl,Globe Life Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,B,Medium,B,Medium,215,238,215,668,2022-06-07,B,Medium,Laggard,2.8901734104046244,15.384615384615385,35.0,15.29,631
gpc,Genuine Parts Co,"NEW YORK STOCK EXCHANGE, INC.",Distributors,A,High,B,Medium,BB,Medium,535,225,305,1065,2022-04-17,BBB,High, Average,64.54720616570327,12.82051282051282,57.49999999999999,44.68,343
gnrc,Generac Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,B,Medium,535,311,250,1096,2022-04-17,BBB,High, Average,64.54720616570327,29.78303747534517,43.75,47.18,273
gpn,Global Payments Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,BB,Medium,BB,Medium,B,Medium,310,343,265,918,2022-04-17,BBB,High, Average,21.19460500963391,36.09467455621302,47.5,32.99,444
hca,HCA Healthcare Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,520,348,305,1173,2022-04-17,BBB,High, Leader,61.657032755298644,37.08086785009862,57.49999999999999,52.02,126
hbi,HanesBrands Inc,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BB,Medium,B,Medium,BB,Medium,310,223,305,838,2022-04-17,BB,Medium, Average,21.19460500963391,12.42603550295858,57.49999999999999,27.2,485
hii,Huntington Ingalls Industries Inc,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,545,315,315,1175,2022-04-17,BBB,High, Leader,66.47398843930635,30.57199211045365,60.0,52.29,120
hpe,Hewlett Packard Enterprise Co,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,BB,Medium,B,Medium,230,359,230,819,2022-04-17,BB,Medium, Average,5.780346820809249,39.25049309664694,38.75,25.74,501
hes,Hess Corp,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,535,300,305,1140,2022-04-17,BBB,High, Leader,64.54720616570327,27.613412228796847,57.49999999999999,49.86,189
hlt,Hilton Worldwide Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,293,200,205,698,2022-04-17,B,Medium,Laggard,17.91907514450867,7.889546351084813,32.5,18.05,597
hrl,Hormel Foods Corp,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,570,322,300,1192,2022-04-17,BBB,High, Leader,71.29094412331408,31.952662721893493,56.25,53.76,87
hpq,HP Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,245,211,200,656,2022-04-17,B,Medium,Laggard,8.670520231213873,10.059171597633137,31.25,14.8,637
hum,Humana Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,462,300,300,1062,2022-04-17,BBB,High, Average,50.481695568400774,27.613412228796847,56.25,43.92,353
hwm,Howmet Aerospace Inc,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,525,315,320,1160,2022-06-10,BBB,High, Leader,62.6204238921002,30.57199211045365,61.25000000000001,51.06,148
peak,Healthpeak Properties Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,535,331,335,1201,2022-06-11,A,High, Leader,64.54720616570327,33.72781065088758,65.0,53.87,85
gis,General Mills Inc,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,585,326,365,1276,2022-04-17,A,High, Leader,74.18111753371869,32.74161735700197,72.5,59.26,33
ge,General Electric Co,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,A,High,BB,Medium,BB,Medium,533,300,300,1133,2022-06-10,BBB,High, Leader,64.16184971098265,27.613412228796847,56.25,49.39,204
spot,Spotify Technology SA,"NEW YORK STOCK EXCHANGE, INC.",Media,A,High,B,Medium,B,Medium,500,283,255,1038,2022-04-22,BBB,High, Average,57.80346820809249,24.2603550295858,45.0,42.86,362
trtn,Triton International Ltd,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,BBB,High,BB,Medium,BB,Medium,477,306,300,1083,2022-04-19,BBB,High, Average,53.371868978805395,28.79684418145957,56.25,45.49,331
trtx,TPG RE Finance Trust Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,BB,Medium,230,239,300,769,2022-06-11,BB,Medium,Laggard,5.780346820809249,15.581854043392504,56.25,21.83,537
tru,TransUnion,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,A,High,BB,Medium,BB,Medium,510,313,310,1133,2022-04-19,BBB,High, Leader,59.73025048169557,30.17751479289941,58.75,49.14,214
yeti,Yeti Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Leisure Products,B,Medium,B,Medium,BB,Medium,269,253,305,827,2022-06-11,BB,Medium, Average,13.294797687861271,18.34319526627219,57.49999999999999,26.11,497
yelp,Yelp Inc,"NEW YORK STOCK EXCHANGE, INC.",Media,B,Medium,A,High,B,Medium,245,515,213,973,2022-04-20,BBB,High, Average,8.670520231213873,70.01972386587771,34.5,36.6,410
yext,Yext Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,BB,Medium,BB,Medium,BB,Medium,325,314,310,949,2022-06-11,BBB,High, Average,24.084778420038536,30.37475345167653,58.75,34.95,427
spr,Spirit AeroSystems Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,515,337,300,1152,2022-04-19,BBB,High, Leader,60.69364161849711,34.9112426035503,56.25,50.56,159
ysg,Yatsen Holding Ltd,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,BB,Medium,B,Medium,BB,Medium,355,217,325,897,2022-06-11,BB,Medium, Average,29.865125240847785,11.242603550295858,62.5,31.51,457
yrd,Yiren Digital Ltd,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,200,205,205,610,2022-04-20,B,Medium,Laggard,0.0,8.875739644970414,32.5,11.23,704
yumc,Yum China Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,205,217,220,642,2022-06-11,B,Medium,Laggard,0.9633911368015413,11.242603550295858,36.25,13.38,665
trox,Tronox Holdings PLC,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,503,320,300,1123,2022-04-19,BBB,High, Leader,58.38150289017341,31.558185404339252,56.25,48.46,238
zepp,Zepp Health Corp,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,202,210,295,707,2022-06-11,B,Medium,Laggard,0.3853564547206166,9.861932938856016,55.00000000000001,17.36,607
zev,Lightning eMotors Inc,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,B,Medium,535,391,240,1166,2022-06-11,BBB,High, Leader,64.54720616570327,45.562130177514796,41.25,52.08,124
zuo,Zuora Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,240,234,200,674,2022-09-24,B,Medium,Laggard,7.7071290944123305,14.595660749506903,31.25,16.0,624
zim,ZIM Integrated Shipping Services Ltd,"NEW YORK STOCK EXCHANGE, INC.",Marine,BB,Medium,BB,Medium,BB,Medium,329,351,320,1000,2022-04-20,BBB,High, Average,24.85549132947977,37.67258382642998,61.25000000000001,38.44,399
zyme,Zymeworks Inc,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,B,Medium,BB,Medium,BB,Medium,240,326,305,871,2022-06-11,BB,Medium, Average,7.7071290944123305,32.74161735700197,57.49999999999999,28.92,471
zws,Zurn Elkay Water Solutions Corp,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-06-11,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
you,Clear Secure Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,B,Medium,B,Medium,515,278,205,998,2022-04-21,BBB,High, Average,60.69364161849711,23.274161735700197,32.5,40.55,382
zen,Zendesk Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,515,338,320,1173,2022-04-20,BBB,High, Leader,60.69364161849711,35.108481262327416,61.25000000000001,51.88,130
plxs,Plexus Corp,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BB,Medium,BB,Medium,510,300,300,1110,2022-04-18,BBB,High, Leader,59.73025048169557,27.613412228796847,56.25,47.62,260
ship,Seanergy Maritime Holdings Corp,NASDAQ NMS - GLOBAL MARKET,Marine,BB,Medium,BB,Medium,BB,Medium,345,300,305,950,2022-04-19,BBB,High, Average,27.9383429672447,27.613412228796847,57.49999999999999,35.22,421
shls,Shoals Technologies Group Inc,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,BB,Medium,285,280,300,865,2022-06-10,BB,Medium, Average,16.377649325626205,23.668639053254438,56.25,28.9,472
shoo,Steven Madden Ltd,NASDAQ NMS - GLOBAL MARKET,Textiles Apparel and Luxury Goods,A,High,B,Medium,BB,Medium,508,231,300,1039,2022-04-19,BBB,High, Average,59.34489402697495,14.003944773175542,56.25,42.7,364
shyf,Shyft Group Inc,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,BB,Medium,B,Medium,510,303,275,1088,2022-06-10,BBB,High, Average,59.73025048169557,28.205128205128204,50.0,46.26,320
sibn,SI-BONE Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,220,228,210,658,2022-06-10,B,Medium,Laggard,3.8535645472061653,13.41222879684418,33.75,14.67,640
sieb,Siebert Financial Corp,NASDAQ NMS - GLOBAL MARKET,Financial Services,BB,Medium,B,Medium,B,Medium,300,299,235,834,2022-04-19,BB,Medium, Average,19.26782273603083,27.416173570019726,40.0,27.3,484
plya,Playa Hotels & Resorts NV,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,210,200,205,615,2022-06-10,B,Medium,Laggard,1.9267822736030826,7.889546351084813,32.5,11.66,701
wwe,World Wrestling Entertainment Inc,"NEW YORK STOCK EXCHANGE, INC.",Media,B,Medium,BB,Medium,BB,Medium,275,332,315,922,2022-04-20,BBB,High, Average,14.450867052023122,33.92504930966469,60.0,32.65,446
pmcb,PharmaCyte Biotech Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,220,202,300,722,2022-04-18,B,Medium,Laggard,3.8535645472061653,8.284023668639055,56.25,18.5,590
www,Wolverine World Wide Inc,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BB,Medium,B,Medium,BB,Medium,390,298,308,996,2022-04-20,BBB,High, Average,36.60886319845857,27.218934911242602,58.25,38.73,396
xhr,Xenia Hotels & Resorts Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,260,263,236,759,2022-04-20,BB,Medium,Laggard,11.560693641618498,20.315581854043394,40.25,21.8,539
x,United States Steel Corp,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,A,High,BB,Medium,BB,Medium,535,364,300,1199,2022-04-19,BBB,High, Leader,64.54720616570327,40.23668639053255,56.25,53.96,83
xpev,Xpeng Inc,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,B,Medium,B,Medium,B,Medium,215,208,200,623,2022-06-11,B,Medium,Laggard,2.8901734104046244,9.467455621301776,31.25,12.28,688
xpo,XPO Logistics Inc,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,A,High,BB,Medium,BB,Medium,560,318,300,1178,2022-04-20,BBB,High, Leader,69.36416184971098,31.163708086785007,56.25,52.72,105
xin,Xinyuan Real Estate Co Ltd,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,BB,Medium,205,242,300,747,2022-04-20,B,Medium,Laggard,0.9633911368015413,16.173570019723865,56.25,20.11,568
xl,XL Fleet Corp,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-22,B,Medium,Laggard,0.0,7.889546351084813,31.25,10.57,718
xyf,X Financial,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,215,205,200,620,2022-06-11,B,Medium,Laggard,2.8901734104046244,8.875739644970414,31.25,12.08,691
y,Alleghany Corp,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,B,Medium,BB,Medium,215,240,300,755,2022-04-16,BB,Medium,Laggard,2.8901734104046244,15.779092702169626,56.25,20.74,558
yala,Yalla Group Ltd,"NEW YORK STOCK EXCHANGE, INC.",Media,B,Medium,B,Medium,B,Medium,233,244,220,697,2022-06-11,B,Medium,Laggard,6.358381502890173,16.56804733727811,36.25,17.4,606
wts,Watts Water Technologies Inc,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,B,Medium,420,303,210,933,2022-04-19,BBB,High, Average,42.38921001926782,28.205128205128204,33.75,35.26,420
sien,Sientra Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,BB,Medium,B,Medium,219,308,236,763,2022-04-19,BB,Medium,Laggard,3.6608863198458574,29.191321499013807,40.25,21.74,541
hain,Hain Celestial Group Inc,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,BB,Medium,520,302,305,1127,2022-04-17,BBB,High, Leader,61.657032755298644,28.007889546351084,57.49999999999999,48.84,223
mtc,MMTEC Inc,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,BB,Medium,221,225,305,751,2022-04-20,BB,Medium,Laggard,4.046242774566474,12.82051282051282,57.49999999999999,20.48,562
mtcr,Metacrine Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,210,207,330,747,2022-06-10,B,Medium,Laggard,1.9267822736030826,9.270216962524655,63.74999999999999,19.95,570
mtem,Molecular Templates Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,BB,Medium,BB,Medium,360,325,320,1005,2022-06-10,BBB,High, Average,30.828516377649322,32.544378698224854,61.25000000000001,39.03,393
